"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment"
"SI","2018-10-03","97.6","-1.5507","6.2924","Jeurys Familia",588751,544727,"null","ball",,,,,"14","null","F","R","R","NYY","OAK","B","null","null",0,0,2018,"-1.4311","0.6038","0.6425","1.1205","null","null","null",2,8,"Bot","null","null",,,518960,,"181004_031952","9.0982","-141.5189","-9.6891","-21.1348","31.8024","-22.1648","3.3710","1.5350","null","null","null","97.0080","2300","6.1140",563346,544727,518960,621566,476704,656305,543760,605361,657656,572039,"54.3841","null","null","null","null","null","null","null",68,"1","Sinker",7,2,7,2,2,7,7,2,"Standard","Standard"
"SL","2018-10-03","88.7","-1.6678","6.4081","Jeurys Familia",544369,544727,"null","ball",,,,,"11","null","F","L","R","NYY","OAK","B","null","null",0,0,2018,"-0.0332","0.3965","-1.2825","4.2121","null","null","null",1,8,"Bot","null","null",,,518960,,"181004_031813","0.9909","-129.0271","-0.1493","-0.5543","25.2625","-28.0978","3.4900","1.6010","null","null","null","87.4030","2406","5.3560",563346,544727,518960,621566,476704,656305,543760,605361,657656,572039,"55.1425","null","null","null","null","null","null","null",67,"1","Slider",7,2,7,2,2,7,7,2,"Infield shift","Standard"
"SI","2018-10-03","95.9","-1.5827","6.2985","Jeurys Familia",572228,544727,"null","ball",,,,,"13","null","F","R","R","NYY","OAK","B","null","null",0,0,2018,"-1.5752","0.5497","-0.5486","1.2030","null","null","null",0,8,"Bot","null","null",,,518960,,"181004_031612","6.2124","-139.3276","-9.0300","-21.6931","30.9214","-23.3086","3.4900","1.6010","null","null","null","95.3760","2122","6.0450",563346,544727,518960,621566,476704,656305,543760,605361,657656,572039,"54.4531","null","null","null","null","null","null","null",66,"1","Sinker",7,2,7,2,2,7,7,2,"Infield shift","Standard"
"SI","2018-10-03","96.6","-3.2037","6.1815","Blake Treinen",519317,595014,"null","ball",,,,,"13","null","F","R","R","NYY","OAK","B","null","null",0,1,2018,"-1.5641","0.5867","-0.2769","0.3076","null","null","null",0,8,"Bot","null","null",,,518960,,"181004_031115","11.0511","-139.7602","-11.1234","-22.4619","31.0350","-22.4471","3.6560","1.6770","null","null","null","94.9600","2292","5.6240",563346,595014,518960,621566,476704,656305,543760,605361,657656,572039,"54.8745","null","null","null","null","null","null","null",65,"2","Sinker",6,2,6,2,2,6,6,2,"Strategic","Standard"
"SL","2018-10-03","88.8","-3.2409","6.3880","Blake Treinen",519317,595014,"null","called_strike",,,,,"4","null","F","R","R","NYY","OAK","S","null","null",0,0,2018,"0.2600","-0.0474","-0.3474","2.7511","null","null","null",0,8,"Bot","null","null",,,518960,,"181004_031057","6.4286","-129.0780","-2.7430","1.5713","24.9420","-32.4082","3.6560","1.6770","null","null","null","87.3330","2678","5.2600",563346,595014,518960,621566,476704,656305,543760,605361,657656,572039,"55.2379","null","null","null","null","null","null","null",65,"1","Slider",6,2,6,2,2,6,6,2,"Strategic","Standard"
"SI","2018-10-03","95.2","0.7063","6.3496","Zach Britton",572039,502154,"walk","ball",,,,,"13","Stephen Piscotty walks.  ","F","R","L","NYY","OAK","B","null","null",3,0,2018,"0.9876","0.4825","-0.3572","1.2131","null","null","null",2,8,"Top","null","null",,,596142,,"181004_030712","-4.8931","-138.3166","-8.8307","13.4826","27.6648","-24.5193","3.4900","1.6010","null","null","null","94.5130","2009","5.7420",563346,502154,596142,572228,650402,588751,544369,458731,543305,592450,"54.7559","null","null","0.70",1,0,0,"null",63,"4","Sinker",6,2,2,6,2,6,2,6,"Strategic","Strategic"
"SI","2018-10-03","96.0","0.7530","6.3952","Zach Britton",572039,502154,"null","ball",,,,,"12","null","F","R","L","NYY","OAK","B","null","null",2,0,2018,"0.8938","0.5971","1.3202","2.9805","null","null","null",2,8,"Top","null","null",,,596142,,"181004_030655","-0.4523","-139.7754","-4.7661","11.5943","27.7329","-23.7662","3.4900","1.6010","null","null","null","95.2910","1928","5.5780",563346,502154,596142,572228,650402,588751,544369,458731,543305,592450,"54.9199","null","null","null","null","null","null","null",63,"3","Sinker",6,2,2,6,2,6,2,6,"Strategic","Strategic"
"SI","2018-10-03","95.1","0.6971","6.4237","Zach Britton",572039,502154,"null","ball",,,,,"14","null","F","R","L","NYY","OAK","B","null","null",1,0,2018,"1.0708","0.7888","0.8105","0.8026","null","null","null",2,8,"Top","null","null",,,596142,,"181004_030634","-1.9963","-138.1740","-10.6795","13.8422","27.6904","-20.3617","3.4900","1.6010","null","null","null","94.0940","1985","5.5580",563346,502154,596142,572228,650402,588751,544369,458731,543305,592450,"54.9397","null","null","null","null","null","null","null",63,"2","Sinker",6,2,2,6,2,6,2,6,"Strategic","Strategic"
"SI","2018-10-03","94.7","0.6466","6.3786","Zach Britton",572039,502154,"null","ball",,,,,"14","null","F","R","L","NYY","OAK","B","null","null",0,0,2018,"1.1731","0.4931","0.9798","0.7705","null","null","null",2,8,"Top","null","null",,,596142,,"181004_030618","-1.6599","-137.6455","-9.9373","14.9792","28.8929","-24.1733","3.4900","1.6010","null","null","null","93.7840","2117","5.6910",563346,502154,596142,572228,650402,588751,544369,458731,543305,592450,"54.8073","null","null","null","null","null","null","null",63,"1","Sinker",6,2,2,6,2,6,2,6,"Standard","Strategic"
"SI","2018-10-03","95.1","0.8502","6.4151","Zach Britton",621566,502154,"null","ball",,,,,"14","null","F","L","L","NYY","OAK","B","null","null",0,0,2018,"0.9665","0.1383","1.4362","1.5229","null","null","null",1,8,"Top","null","null",,,596142,,"181004_030515","-0.5641","-138.3792","-7.4531","12.3334","27.6204","-29.1609","3.5750","1.6810","null","null","null","94.4450","2052","5.6720",563346,502154,596142,572228,650402,588751,544369,458731,543305,592450,"54.8264","null","null","null","null","null","null","null",62,"1","Sinker",6,2,2,6,2,6,2,6,"Infield shift","Standard"
"SI","2018-10-03","95.6","0.5588","6.5163","Zach Britton",476704,502154,"null","called_strike",,,,,"3","null","F","R","L","NYY","OAK","S","null","null",0,0,2018,"1.0095","0.4396","0.4313","3.3355","null","null","656305.00",0,8,"Top","null","null",,,596142,,"181004_030226","-2.4744","-139.0632","-3.6966","13.2272","28.6597","-26.1199","3.3710","1.5350","null","null","null","94.2400","1975","5.3300",563346,502154,596142,572228,650402,588751,544369,458731,543305,592450,"55.1685","null","null","null","null","null","null","null",60,"1","Sinker",6,0,0,6,0,6,0,6,"Standard","Standard"
"SI","2018-10-03","93.8","0.8644","6.3380","Zach Britton",656305,502154,"null","called_strike",,,,,"6","null","F","R","L","NYY","OAK","S","null","null",1,0,2018,"1.1432","0.5049","0.7521","2.3333","null","null","null",0,8,"Top","null","null",,,596142,,"181004_030126","-2.6952","-136.4611","-5.6692","14.5000","27.8362","-25.0953","3.3710","1.5350","null","null","null","92.7600","2019","5.5190",563346,502154,596142,572228,650402,588751,544369,458731,543305,592450,"54.9796","null","null","null","null","null","null","null",59,"2","Sinker",6,0,0,6,0,6,0,6,"Infield shift","Strategic"
"SI","2018-10-03","94.0","0.7580","6.4110","Zach Britton",656305,502154,"null","ball",,,,,"12","null","F","R","L","NYY","OAK","B","null","null",0,0,2018,"1.1203","0.4805","1.1396","2.5905","null","null","null",0,8,"Top","null","null",,,596142,,"181004_030111","-1.3965","-136.8504","-5.2115","14.0689","27.3422","-25.4493","3.3710","1.5350","null","null","null","93.1730","1908","5.5590",563346,502154,596142,572228,650402,588751,544369,458731,543305,592450,"54.9386","null","null","null","null","null","null","null",59,"1","Sinker",6,0,0,6,0,6,0,6,"Infield shift","Strategic"
"SI","2018-10-03","95.1","-3.2695","6.0931","Blake Treinen",543305,595014,"null","called_strike",,,,,"8","null","F","L","R","NYY","OAK","S","null","null",1,1,2018,"-1.4455","0.3251","0.2037","1.5959","null","null","592450.00",2,7,"Bot","null","null",,,518960,,"181004_025623","12.1618","-137.8371","-6.7829","-20.7693","28.4152","-26.8876","3.4110","1.5650","null","null","null","94.4130","2161","5.9440",563346,595014,518960,621566,476704,656305,543760,605361,657656,572039,"54.5542","null","null","null","null","null","null","null",58,"3","Sinker",6,0,6,0,0,6,6,0,"Infield shift","Standard"
"SL","2018-10-03","88.2","-3.4086","6.3254","Blake Treinen",543305,595014,"null","ball",,,,,"11","null","F","L","R","NYY","OAK","B","null","null",0,1,2018,"0.1613","0.2274","-1.2037","2.7610","null","null","592450.00",2,7,"Bot","null","null",,,518960,,"181004_025553","4.9637","-128.4196","-3.0921","0.8813","22.4937","-29.3840","3.4110","1.5650","null","null","null","87.5140","2573","5.4800",563346,595014,518960,621566,476704,656305,543760,605361,657656,572039,"55.0179","null","null","null","null","null","null","null",58,"2","Slider",6,0,6,0,0,6,6,0,"Infield shift","Standard"
"SI","2018-10-03","97.6","-3.3082","6.2343","Blake Treinen",592450,595014,"walk","ball",,,,,"13","Aaron Judge walks.  ","F","R","R","NYY","OAK","B","null","null",3,1,2018,"-1.7365","0.3215","-1.3149","2.0934","null","null","null",2,7,"Bot","null","null",,,518960,,"181004_025333","9.1195","-141.6335","-6.2431","-24.9025","32.2493","-26.7761","3.7560","1.7460","null","null","null","96.2590","2394","5.6650",563346,595014,518960,621566,476704,656305,543760,605361,657656,572039,"54.8329","null","null","0.70",1,0,0,"null",57,"5","Sinker",6,0,6,0,0,6,6,0,"Strategic","Standard"
"SI","2018-10-03","96.8","-3.1728","6.2638","Blake Treinen",592450,595014,"null","ball",,,,,"13","null","F","R","R","NYY","OAK","B","null","null",2,1,2018,"-1.7388","0.4648","-1.1308","1.5976","null","null","null",2,7,"Bot","null","null",,,518960,,"181004_025312","9.1166","-140.3284","-7.7559","-24.3649","31.3131","-24.7284","3.7560","1.7460","null","null","null","95.1360","2425","5.5020",563346,595014,518960,621566,476704,656305,543760,605361,657656,572039,"54.9962","null","null","null","null","null","null","null",57,"4","Sinker",6,0,6,0,0,6,6,0,"Strategic","Standard"
"FC","2018-10-03","94.3","-3.2121","6.2559","Blake Treinen",592450,595014,"null","ball",,,,,"13","null","F","R","R","NYY","OAK","B","null","null",1,0,2018,"-0.1554","0.6754","-0.4602","1.6037","null","null","null",2,7,"Bot","null","null",,,518960,,"181004_025214","7.3864","-137.0549","-7.8206","-3.3164","25.7139","-22.5290","3.7560","1.7460","null","null","null","93.6350","2524","5.6270",563346,595014,518960,621566,476704,656305,543760,605361,657656,572039,"54.8708","null","null","null","null","null","null","null",57,"2","Cutter",6,0,6,0,0,6,6,0,"Strategic","Standard"
