"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment"
"SL","2018-10-02","87.4","-1.5336","5.8066","Scott Oberg",595879,623184,"null","ball",,,,,"13","null","F","R","R","CHC","COL","B","null","null",1,2,2018,"0.3508","-0.0266","-0.6360","0.1401","null","null","null",1,13,"Bot","null","null",,,547172,,"181003_050355","1.4412","-127.1571","-7.4067","3.4608","26.8067","-31.1318","3.3710","1.5350","null","null","null","87.0000","2494","6.1070",563347,623184,547172,641857,518934,571448,596115,467827,621311,471865,"54.3901","null","null","null","null","null","null","null",101,"4","Slider",1,2,1,2,2,1,1,2,"Standard","Standard"
"SL","2018-10-02","90.3","-1.4763","5.7842","Scott Oberg",595879,623184,"null","called_strike",,,,,"14","null","F","R","R","CHC","COL","S","null","null",1,0,2018,"0.2642","0.2800","0.9034","1.5308","null","null","null",1,13,"Bot","null","null",,,547172,,"181003_050310","5.3514","-131.3819","-5.2436","1.9736","26.4334","-28.0998","3.3710","1.5350","null","null","null","90.2590","null","6.1560",563347,623184,547172,641857,518934,571448,596115,467827,621311,471865,"54.3406","null","null","null","null","null","null","null",101,"2","Slider",1,2,1,2,2,1,1,2,"Standard","Standard"
"SL","2018-10-02","90.4","-1.4630","5.8042","Scott Oberg",595879,623184,"null","ball",,,,,"14","null","F","R","R","CHC","COL","B","null","null",0,0,2018,"0.3059","0.2740","0.7955","1.0260","null","null","null",1,13,"Bot","null","null",,,547172,,"181003_050249","4.9590","-131.4724","-6.5313","2.5235","26.5069","-27.9200","3.3710","1.5350","null","null","null","90.1440","2604","6.0510",563347,623184,547172,641857,518934,571448,596115,467827,621311,471865,"54.4460","null","null","null","null","null","null","null",101,"1","Slider",1,2,1,2,2,1,1,2,"Standard","Standard"
"FF","2018-10-02","96.2","-1.4370","5.9185","Scott Oberg",605253,623184,"null","ball",,,,,"11","null","F","R","R","CHC","COL","B","null","null",2,2,2018,"-0.1163","1.3024","-1.3116","3.3310","null","null","null",0,13,"Bot","null","null",,,547172,,"181003_045837","0.5958","-140.1310","-4.2404","-1.6632","31.5109","-14.3119","3.1790","1.4740","null","null","null","96.3220","2113","6.2880",563347,623184,547172,641857,518934,571448,596115,467827,621311,471865,"54.2085","null","null","null","null","null","null","null",100,"5","4-Seam Fastball",1,2,1,2,2,1,1,2,"Standard","Standard"
"SL","2018-10-02","88.0","-1.5879","5.7809","Scott Oberg",605253,623184,"null","called_strike",,,,,"4","null","F","R","R","CHC","COL","S","null","null",2,1,2018,"0.5682","0.2969","-0.5588","2.6109","null","null","null",0,13,"Bot","null","null",,,547172,,"181003_045816","1.3276","-128.0948","-2.2119","5.9341","25.3510","-28.7215","3.1790","1.4740","null","null","null","87.7110","2282","5.9930",563347,623184,547172,641857,518934,571448,596115,467827,621311,471865,"54.5042","null","null","null","null","null","null","null",100,"4","Slider",1,2,1,2,2,1,1,2,"Strategic","Standard"
"SL","2018-10-02","89.2","-1.4224","5.7859","Scott Oberg",605253,623184,"null","ball",,,,,"14","null","F","R","R","CHC","COL","B","null","null",1,1,2018,"0.4717","0.2507","1.1257","1.3057","null","null","null",0,13,"Bot","null","null",,,547172,,"181003_045757","5.2609","-129.7290","-5.5128","4.2460","25.8599","-28.4784","3.1790","1.4740","null","null","null","88.9910","2396","6.0810",563347,623184,547172,641857,518934,571448,596115,467827,621311,471865,"54.4154","null","null","null","null","null","null","null",100,"3","Slider",1,2,1,2,2,1,1,2,"Standard","Standard"
"FF","2018-10-02","95.2","-1.3320","5.9953","Scott Oberg",605253,623184,"null","ball",,,,,"12","null","F","R","R","CHC","COL","B","null","null",0,1,2018,"-0.1553","1.4137","0.2549","3.6067","null","null","null",0,13,"Bot","null","null",,,547172,,"181003_045722","4.4919","-138.5571","-3.7338","-3.0172","32.1399","-13.5637","3.1790","1.4740","null","null","null","94.7060","2054","6.0740",563347,623184,547172,641857,518934,571448,596115,467827,621311,471865,"54.4226","null","null","null","null","null","null","null",100,"2","4-Seam Fastball",1,2,1,2,2,1,1,2,"Standard","Standard"
"FF","2018-10-02","95.8","-1.4846","5.8845","Scott Oberg",605253,623184,"null","called_strike",,,,,"1","null","F","R","R","CHC","COL","S","null","null",0,0,2018,"-0.1450","1.2995","-0.5507","2.8360","null","null","null",0,13,"Bot","null","null",,,547172,,"181003_045659","2.8087","-139.4837","-5.4382","-2.5213","30.4928","-14.0946","3.1790","1.4740","null","null","null","96.3580","2124","6.5120",563347,623184,547172,641857,518934,571448,596115,467827,621311,471865,"53.9850","null","null","null","null","null","null","null",100,"1","4-Seam Fastball",1,2,1,2,2,1,1,2,"Standard","Standard"
"FS","2018-10-02","84.9","2.2780","6.1181","Jorge De La Rosa",621311,407822,"null","ball",,,,,"13","null","F","L","L","CHC","COL","B","null","null",1,2,2018,"0.9342","0.1790","-1.6214","-0.4765","467827.00","null","547172.00",2,13,"Top","null","null",,,575929,,"181003_045355","-10.7467","-122.8758","-9.2685","11.2539","22.6205","-28.9249","3.4670","1.5890","null","null","null","83.6770","1429","5.6230",563347,407822,575929,502517,450314,592178,595879,605253,546991,518792,"54.8733","null","null","null","null","null","null","null",99,"5","Split Finger",1,2,2,1,2,1,2,1,"Standard","Standard"
"FS","2018-10-02","85.2","2.3451","6.0320","Jorge De La Rosa",621311,407822,"null","called_strike",,,,,"6","null","F","L","L","CHC","COL","S","null","null",1,0,2018,"1.2478","0.3417","0.3861","2.8735","467827.00","null","547172.00",2,13,"Top","null","null",,,575929,,"181003_045244","-6.8588","-123.6746","-1.7150","13.7123","24.7196","-28.7214","3.4670","1.5890","null","null","null","83.4690","1503","5.2840",563347,407822,575929,502517,450314,592178,595879,605253,546991,518792,"55.2124","null","null","null","null","null","null","null",99,"2","Split Finger",1,2,2,1,2,1,2,1,"Standard","Standard"
